"","X","obs","point","species","distance","round","impound","area","region","lat","long","month","day","year","night","odate","time","flush_walk","treat"
"683",683,"N","NS235S0","sora",0,2,"ditch","dcca","se",37.05790199,-90.12342,9,18,2013,3.1,261,NA,NA,NA
"684",684,"A","AF336S0","sora",0,3,"ditch","dcca","se",37.05743101,-90.113076,10,14,2013,3.1,287,NA,NA,NA
"685",685,"A","AF335S2","sora",2,3,"ditch","dcca","se",37.05737502,-90.113098,10,14,2013,3.1,287,NA,NA,NA
"686",686,"N","NS248S0","sora",0,2,"ditch","dcca","se",37.05717796,-90.124217,9,18,2013,3.1,261,NA,NA,NA
"687",687,"N","NS249S0","sora",0,2,"ditch","dcca","se",37.05717201,-90.124214,9,18,2013,3.1,261,NA,NA,NA
"688",688,"N","NS250S0","sora",0,2,"ditch","dcca","se",37.05696599,-90.124707,9,18,2013,3.1,261,NA,NA,NA
"689",689,"N","NS236S0","sora",0,2,"ditch","dcca","se",37.05658796,-90.122919,9,18,2013,3.1,261,NA,NA,NA
"690",690,"N","NS251S3","sora",3,2,"ditch","dcca","se",37.05630097,-90.126008,9,18,2013,3.1,261,NA,NA,NA
"691",691,"D","DD439S0","sora",0,3,"ditch","dcca","se",37.05604004,-90.124767,10,14,2013,3.1,287,NA,NA,NA
"692",692,"D","DD438S0","sora",0,3,"ditch","dcca","se",37.05603601,-90.12476,10,14,2013,3.1,287,NA,NA,NA
"693",693,"A","AF333S1","sora",1,3,"ditch","dcca","se",37.05603098,-90.112578,10,14,2013,3.1,287,NA,NA,NA
"694",694,"D","DD436S0","sora",0,3,"ditch","dcca","se",37.05602998,-90.12474,10,14,2013,3.1,287,NA,NA,NA
"695",695,"A","AF334S4","sora",4,3,"ditch","dcca","se",37.05600098,-90.112621,10,14,2013,3.1,287,NA,NA,NA
"696",696,"D","DD428V2","vira",2,3,"ditch","dcca","se",37.05571004,-90.127682,10,14,2013,3.1,287,NA,NA,NA
"697",697,"N","NS237S0","sora",0,2,"ditch","dcca","se",37.05565003,-90.123657,9,18,2013,3.1,261,NA,NA,NA
"698",698,"N","NS247S0","sora",0,2,"ditch","dcca","se",37.05543998,-90.124374,9,18,2013,3.1,261,NA,NA,NA
"699",699,"D","DD437S8","sora",8,3,"ditch","dcca","se",37.05484503,-90.124466,10,14,2013,3.1,287,NA,NA,NA
"700",700,"D","DD434S1","sora",1,3,"ditch","dcca","se",37.05465099,-90.126235,10,14,2013,3.1,287,NA,NA,NA
"701",701,"D","DD435S1","sora",1,3,"ditch","dcca","se",37.05462199,-90.125167,10,14,2013,3.1,287,NA,NA,NA
"702",702,"N","NS246S2","sora",2,2,"ditch","dcca","se",37.05461503,-90.125139,9,18,2013,3.1,261,NA,NA,NA
"703",703,"N","NS561S0","sora",0,3,"ditch","dcca","se",37.05457103,-90.128277,10,14,2013,3.1,287,NA,NA,NA
"704",704,"N","NS245S0","sora",0,2,"ditch","dcca","se",37.05361004,-90.127187,9,18,2013,3.1,261,NA,NA,NA
"705",705,"N","NS244S0","sora",0,2,"ditch","dcca","se",37.05355003,-90.127141,9,18,2013,3.1,261,NA,NA,NA
"706",706,"N","NS238S0","sora",0,2,"ditch","dcca","se",37.05325196,-90.126202,9,18,2013,3.1,261,NA,NA,NA
"707",707,"N","NS239S0","sora",0,2,"ditch","dcca","se",37.05307997,-90.126235,9,18,2013,3.1,261,NA,NA,NA
"708",708,"N","NS243S2","sora",2,2,"ditch","dcca","se",37.05261704,-90.127187,9,18,2013,3.1,261,NA,NA,NA
"709",709,"N","NS240S1","sora",1,2,"ditch","dcca","se",37.05222099,-90.125998,9,18,2013,3.1,261,NA,NA,NA
"710",710,"N","NS241S0","sora",0,2,"ditch","dcca","se",37.05141901,-90.126109,9,18,2013,3.1,261,NA,NA,NA
"711",711,"M","MB484S1 _13","sora",1,3,"ditch","dcca","se",36.70074298,-90.129178,10,14,2013,3.1,287,NA,NA,NA
"712",712,"D","DD162S0","sora",0,2,"ditch","dcca","se",37.0626569632,-90.1216840278,9,18,2013,3.1,261,NA,NA,NA
"713",713,"D","DD164S0","sora",0,2,"ditch","dcca","se",37.0617620274,-90.1214919984,9,18,2013,3.1,261,NA,NA,NA
"714",714,"D","DD167S0","sora",0,2,"ditch","dcca","se",37.0591290202,-90.1231790241,9,18,2013,3.1,261,NA,NA,NA
"715",715,"D","DD170S0","sora",0,2,"ditch","dcca","se",37.0591290202,-90.1231790241,9,18,2013,3.1,261,NA,NA,NA
"716",716,"D","DD171S0","sora",0,2,"ditch","dcca","se",37.0590649825,-90.123412041,9,18,2013,3.1,261,NA,NA,NA
"717",717,"D","DD172S0","sora",0,2,"ditch","dcca","se",37.0590540022,-90.1235329919,9,18,2013,3.1,261,NA,NA,NA
"718",718,"D","DD173S0","sora",0,2,"ditch","dcca","se",37.0577920228,-90.1233390346,9,18,2013,3.1,261,NA,NA,NA
"719",719,"D","DD174S1","sora",1,2,"ditch","dcca","se",37.0571829937,-90.1229610108,9,18,2013,3.1,261,NA,NA,NA
"720",720,"D","DD166S0","sora",0,2,"ditch","dcca","se",37.0567120146,-90.1221919712,9,18,2013,3.1,261,NA,NA,NA
"721",721,"D","DD169S1","sora",1,2,"ditch","dcca","se",37.0567120146,-90.1221919712,9,18,2013,3.1,261,NA,NA,NA
"722",722,"D","DD175S3","sora",3,2,"ditch","dcca","se",37.0565609727,-90.1228940394,9,18,2013,3.1,261,NA,NA,NA
"723",723,"D","DD160S4","sora",4,2,"ditch","dcca","se",37.056313036,-90.1248170156,9,18,2013,3.1,261,NA,NA,NA
"724",724,"D","DD177S2","sora",2,2,"ditch","dcca","se",37.0557689667,-90.1236550324,9,18,2013,3.1,261,NA,NA,NA
"725",725,"D","DD176S1","sora",1,2,"ditch","dcca","se",37.0557630155,-90.1236279588,9,18,2013,3.1,261,NA,NA,NA
"726",726,"D","DD159S1","sora",1,2,"ditch","dcca","se",37.0550239831,-90.1243789773,9,18,2013,3.1,261,NA,NA,NA
"727",727,"D","DD165S4","sora",4,2,"ditch","dcca","se",37.0540449768,-90.1214130409,9,18,2013,3.1,261,NA,NA,NA
"728",728,"D","DD168S3","sora",3,2,"ditch","dcca","se",37.0540449768,-90.1214130409,9,18,2013,3.1,261,NA,NA,NA
"729",729,"D","DD163S0","sora",0,2,"ditch","dcca","se",37.0524769742,-90.1272080373,9,18,2013,3.1,261,NA,NA,NA
"730",730,"D","DD161S0","sora",0,2,"ditch","dcca","se",37.0508849993,-90.1271050237,9,18,2013,3.1,261,NA,NA,NA
"731",731,"N","NS159S0","sora",0,2,"kt2","bkca","ne",39.15381297,-90.731374,9,13,2013,3.1,256,NA,NA,NA
"732",732,"N","NS158S0","sora",0,2,"kt2","bkca","ne",39.15369596,-90.731357,9,13,2013,3.1,256,NA,NA,NA
"733",733,"N","NS160S0","sora",0,2,"kt2","bkca","ne",39.153171,-90.73045,9,13,2013,3.1,256,NA,NA,NA
"734",734,"N","NS157S3","sora",3,2,"kt2","bkca","ne",39.15251202,-90.731389,9,13,2013,3.1,256,NA,NA,NA
"735",735,"N","NS156S0","sora",0,2,"kt2","bkca","ne",39.15246198,-90.731376,9,13,2013,3.1,256,NA,NA,NA
"736",736,"N","NS155S0","sora",0,2,"kt2","bkca","ne",39.15198597,-90.731314,9,13,2013,3.1,256,NA,NA,NA
"737",737,"N","NS154S0","sora",0,2,"kt2","bkca","ne",39.15166503,-90.731329,9,13,2013,3.1,256,NA,NA,NA
"738",738,"N","NS152S0","sora",0,2,"kt2","bkca","ne",39.150121,-90.731281,9,13,2013,3.1,256,NA,NA,NA
"739",739,"N","NS153S2","sora",2,2,"kt2","bkca","ne",39.15011899,-90.731277,9,13,2013,3.1,256,NA,NA,NA
"740",740,"N","NS151S0","sora",0,2,"kt2","bkca","ne",39.149589,-90.731314,9,13,2013,3.1,256,NA,NA,NA
"741",741,"N","NS150S0","sora",0,2,"kt2","bkca","ne",39.14924098,-90.731395,9,13,2013,3.1,256,NA,NA,NA
"742",742,"N","NS148S0","sora",0,2,"kt2","bkca","ne",39.14840698,-90.731435,9,13,2013,3.1,256,NA,NA,NA
"743",743,"N","NS149S2","sora",2,2,"kt2","bkca","ne",39.14840598,-90.731431,9,13,2013,3.1,256,NA,NA,NA
"744",744,"N","NS147S0","sora",0,2,"kt2","bkca","ne",39.14833901,-90.731446,9,13,2013,3.1,256,NA,NA,NA
"745",745,"N","NS146S3","sora",3,2,"kt2","bkca","ne",39.14803902,-90.731441,9,13,2013,3.1,256,NA,NA,NA
"746",746,"N","NS145S0","sora",0,2,"kt2","bkca","ne",39.14768698,-90.731446,9,13,2013,3.1,256,NA,NA,NA
"747",747,"N","NS144S1","sora",1,2,"kt2","bkca","ne",39.147346,-90.731477,9,13,2013,3.1,256,NA,NA,NA
"748",748,"N","NS143S0","sora",0,2,"kt2","bkca","ne",39.14572704,-90.731612,9,13,2013,3.1,256,NA,NA,NA
"749",749,"N","NS141S1","sora",1,2,"kt2","bkca","ne",39.14568898,-90.731608,9,13,2013,3.1,256,NA,NA,NA
"750",750,"N","NS142S2","sora",2,2,"kt2","bkca","ne",39.14568898,-90.731609,9,13,2013,3.1,256,NA,NA,NA
"751",751,"N","NS161S0","sora",0,2,"kt2","bkca","ne",39.14492003,-90.731195,9,13,2013,3.1,256,NA,NA,NA
"752",752,"N","NS162S0","sora",0,2,"kt2","bkca","ne",39.14480796,-90.731151,9,13,2013,3.1,256,NA,NA,NA
"753",753,"N","NS163S0","sora",0,2,"kt2","bkca","ne",39.14467997,-90.731092,9,13,2013,3.1,256,NA,NA,NA
"754",754,"N","NS164S0","sora",0,2,"kt2","bkca","ne",39.14449004,-90.730974,9,13,2013,3.1,256,NA,NA,NA
"755",755,"N","NS165S0","sora",0,2,"kt2","bkca","ne",39.14449004,-90.730974,9,13,2013,3.1,256,NA,NA,NA
"756",756,"N","NS166S0","sora",0,2,"kt2","bkca","ne",39.14427403,-90.730981,9,13,2013,3.1,256,NA,NA,NA
"757",757,"N","NS167S0","sora",0,2,"kt2","bkca","ne",39.14427202,-90.730981,9,13,2013,3.1,256,NA,NA,NA
"758",758,"N","NS168S0","sora",0,2,"kt2","bkca","ne",39.14427001,-90.730981,9,13,2013,3.1,256,NA,NA,NA
"759",759,"N","NS169S1","sora",1,2,"kt2","bkca","ne",39.144096,-90.730935,9,13,2013,3.1,256,NA,NA,NA
"760",760,"N","NS170S0","sora",0,2,"kt2","bkca","ne",39.14400397,-90.730887,9,13,2013,3.1,256,NA,NA,NA
"761",761,"N","NS171S0","sora",0,2,"kt2","bkca","ne",39.14358697,-90.730806,9,13,2013,3.1,256,NA,NA,NA
"762",762,"N","NS140S0","sora",0,2,"kt2","bkca","ne",39.14346702,-90.731562,9,13,2013,3.1,256,NA,NA,NA
"763",763,"N","NS172S2","sora",2,2,"kt2","bkca","ne",39.14338999,-90.730802,9,13,2013,3.1,256,NA,NA,NA
"764",764,"N","NS133S1","sora",1,2,"kt2","bkca","ne",39.14312798,-90.728445,9,13,2013,3.1,256,NA,NA,NA
"765",765,"N","NS132S0","sora",0,2,"kt2","bkca","ne",39.14312496,-90.728448,9,13,2013,3.1,256,NA,NA,NA
"766",766,"N","NS174S0","sora",0,2,"kt2","bkca","ne",39.14307299,-90.730727,9,13,2013,3.1,256,NA,NA,NA
"767",767,"N","NS173S0","sora",0,2,"kt2","bkca","ne",39.14307098,-90.730724,9,13,2013,3.1,256,NA,NA,NA
"768",768,"N","NS126S0","sora",0,2,"kt2","bkca","ne",39.14306603,-90.729882,9,13,2013,3.1,256,NA,NA,NA
"769",769,"N","NS131S0","sora",0,2,"kt2","bkca","ne",39.14298599,-90.728844,9,13,2013,3.1,256,NA,NA,NA
"770",770,"N","NS130S1","sora",1,2,"kt2","bkca","ne",39.14281902,-90.729555,9,13,2013,3.1,256,NA,NA,NA
"771",771,"N","NS139S0","sora",0,2,"kt2","bkca","ne",39.14281902,-90.731572,9,13,2013,3.1,256,NA,NA,NA
"772",772,"N","NS129S0","sora",0,2,"kt2","bkca","ne",39.14281801,-90.729561,9,13,2013,3.1,256,NA,NA,NA
"773",773,"N","NS128S1","sora",1,2,"kt2","bkca","ne",39.142816,-90.729565,9,13,2013,3.1,256,NA,NA,NA
"774",774,"N","NS127S0","sora",0,2,"kt2","bkca","ne",39.14281399,-90.72957,9,13,2013,3.1,256,NA,NA,NA
"775",775,"N","NS175S0","sora",0,2,"kt2","bkca","ne",39.14272103,-90.730603,9,13,2013,3.1,256,NA,NA,NA
"776",776,"N","NS138S2","sora",2,2,"kt2","bkca","ne",39.14271098,-90.73156,9,13,2013,3.1,256,NA,NA,NA
"777",777,"N","NS137S2","sora",2,2,"kt2","bkca","ne",39.14270896,-90.731561,9,13,2013,3.1,256,NA,NA,NA
"778",778,"N","NS136S0","sora",0,2,"kt2","bkca","ne",39.14253697,-90.731563,9,13,2013,3.1,256,NA,NA,NA
"779",779,"N","NS176S0","sora",0,2,"kt2","bkca","ne",39.14211703,-90.730646,9,13,2013,3.1,256,NA,NA,NA
"780",780,"N","NS125S1","sora",1,2,"kt2","bkca","ne",39.139969,-90.728423,9,13,2013,3.1,256,NA,NA,NA
"781",781,"N","NS177S0","sora",0,2,"kt2","bkca","ne",39.139853,-90.73063,9,13,2013,3.1,256,NA,NA,NA
"782",782,"N","NS134S1","sora",1,2,"kt2","bkca","ne",39.13833001,-90.73162,9,13,2013,3.1,256,NA,NA,NA
"783",783,"N","NS135S1","sora",1,2,"kt2","bkca","ne",39.138329,-90.731618,9,13,2013,3.1,256,NA,NA,NA
"784",784,"N","N055S0","sora",0,1,"kt5","bkca","ne",39.13334596,-90.73570898,8,24,2014,3.1,236,NA,NA,NA
"785",785,"N","N052S0","sora",0,1,"kt5","bkca","ne",39.13173404,-90.73620996,8,24,2014,3.1,236,NA,NA,NA
"786",786,"N","N053S0","sora",0,1,"kt5","bkca","ne",39.13166698,-90.73622304,8,24,2014,3.1,236,NA,NA,NA
"787",787,"N","N056S0","sora",0,1,"kt5","bkca","ne",39.13134403,-90.73462796,8,24,2014,3.1,236,NA,NA,NA
"788",788,"N","N054S1","sora",1,1,"kt5","bkca","ne",39.13098897,-90.73573999,8,24,2014,3.1,236,NA,NA,NA
"789",789,"N","N057S0","sora",0,1,"kt5","bkca","ne",39.13086399,-90.73425799,8,24,2014,3.1,236,NA,NA,NA
"790",790,"D","DD114S0","sora",0,2,"kt6","bkca","ne",39.1358000133,-90.7411569636,9,13,2013,3.1,256,NA,NA,NA
"791",791,"D","DD113S3","sora",3,2,"kt6","bkca","ne",39.1355809942,-90.7411319856,9,13,2013,3.1,256,NA,NA,NA
"792",792,"D","DD114S3","sora",3,2,"kt6","bkca","ne",39.135575965,-90.7411400322,9,13,2013,3.1,256,NA,NA,NA
"793",793,"D","DD121S0","sora",0,2,"kt6","bkca","ne",39.1342200246,-90.7406940311,9,13,2013,3.1,256,NA,NA,NA
"794",794,"D","DD115S1","sora",1,2,"kt6","bkca","ne",39.1336799785,-90.740965018,9,13,2013,3.1,256,NA,NA,NA
"795",795,"D","DD119S3","sora",3,2,"kt6","bkca","ne",39.1327899881,-90.7387790177,9,13,2013,3.1,256,NA,NA,NA
"796",796,"D","DD117S1","sora",1,2,"kt6","bkca","ne",39.132727962,-90.7399610337,9,13,2013,3.1,256,NA,NA,NA
"797",797,"D","DD118S1","sora",1,2,"kt6","bkca","ne",39.1327230167,-90.7399629615,9,13,2013,3.1,256,NA,NA,NA
"798",798,"D","DD120S0","sora",0,2,"kt6","bkca","ne",39.1326419637,-90.7389920019,9,13,2013,3.1,256,NA,NA,NA
"799",799,"D","DD116S2","sora",2,2,"kt6","bkca","ne",39.1319340281,-90.7399979979,9,13,2013,3.1,256,NA,NA,NA
"800",800,"N","N049S0","sora",0,1,"kt9","bkca","ne",39.13836798,-90.74312696,8,24,2014,3.1,236,NA,NA,NA
"801",801,"N","N050S0","sora",0,1,"kt9","bkca","ne",39.13826203,-90.74312998,8,24,2014,3.1,236,NA,NA,NA
"802",802,"N","N050S3","sora",3,1,"kt9","bkca","ne",39.13815097,-90.743147,8,24,2014,3.1,236,NA,NA,NA
"803",803,"N","N051S0","sora",0,1,"kt9","bkca","ne",39.13724304,-90.74360297,8,24,2014,3.1,236,NA,NA,NA
"804",804,"D","DD294S2","sora",2,3,"m10","slnwr","nc",39.5897870231,-93.1904720329,9,30,2013,3.1,273,NA,NA,NA
"805",805,"D","DD293S3","sora",3,3,"m10","slnwr","nc",39.5892800018,-93.1904810015,9,30,2013,3.1,273,NA,NA,NA
"806",806,"D","DD292S1","sora",1,3,"m10","slnwr","nc",39.5891349949,-93.190409001,9,30,2013,3.1,273,NA,NA,NA
"807",807,"D","DD291S4","sora",4,3,"m10","slnwr","nc",39.5878850017,-93.1902810093,9,30,2013,3.1,273,NA,NA,NA
"808",808,"A","AF183S1","sora",1,2,"m10","slnwr","nc",39.5938889589,-93.1891249772,9,5,2014,3.1,248,NA,NA,NA
"809",809,"A","AF194S0","sora",0,2,"m10","slnwr","nc",39.5933230128,-93.1913170125,9,5,2014,3.1,248,NA,NA,NA
"810",810,"A","AF185S1","sora",1,2,"m10","slnwr","nc",39.592605019,-93.1896510255,9,5,2014,3.1,248,NA,NA,NA
"811",811,"A","AF186S2","sora",2,2,"m10","slnwr","nc",39.5919450279,-93.1899970304,9,5,2014,3.1,248,NA,NA,NA
"812",812,"A","AF181S2","sora",2,2,"m10","slnwr","nc",39.5919180382,-93.1886410061,9,5,2014,3.1,248,NA,NA,NA
"813",813,"A","AF184S4","sora",4,2,"m10","slnwr","nc",39.5919000171,-93.1896139774,9,5,2014,3.1,248,NA,NA,NA
"814",814,"A","AF188S4","sora",4,2,"m10","slnwr","nc",39.5918450318,-93.1899719685,9,5,2014,3.1,248,NA,NA,NA
"815",815,"A","AF187S3","sora",3,2,"m10","slnwr","nc",39.591844026,-93.1899579708,9,5,2014,3.1,248,NA,NA,NA
"816",816,"A","AF191S4","sora",4,2,"m10","slnwr","nc",39.591725003,-93.190012034,9,5,2014,3.1,248,NA,NA,NA
"817",817,"A","AF190S4","sora",4,2,"m10","slnwr","nc",39.5917089935,-93.1900169794,9,5,2014,3.1,248,NA,NA,NA
"818",818,"A","AF189S4","sora",4,2,"m10","slnwr","nc",39.5917069819,-93.1900220085,9,5,2014,3.1,248,NA,NA,NA
"819",819,"A","AF179S3","sora",3,2,"m10","slnwr","nc",39.5915840194,-93.1886819936,9,5,2014,3.1,248,NA,NA,NA
"820",820,"A","AF192S0","sora",0,2,"m10","slnwr","nc",39.5915830135,-93.1899700407,9,5,2014,3.1,248,NA,NA,NA
"821",821,"A","AF193S2","sora",2,2,"m10","slnwr","nc",39.5915659983,-93.1899559591,9,5,2014,3.1,248,NA,NA,NA
"822",822,"A","AF178S2","sora",2,2,"m10","slnwr","nc",39.5914759766,-93.1887059659,9,5,2014,3.1,248,NA,NA,NA
"823",823,"A","AF174S0","sora",0,2,"m10","slnwr","nc",39.5910820272,-93.1874220259,9,5,2014,3.1,248,NA,NA,NA
"824",824,"A","AF176S0","sora",0,2,"m10","slnwr","nc",39.5910749864,-93.18866699,9,5,2014,3.1,248,NA,NA,NA
"825",825,"A","AF177S0","sora",0,2,"m10","slnwr","nc",39.5910589769,-93.1886639725,9,5,2014,3.1,248,NA,NA,NA
"826",826,"A","AF175S2","sora",2,2,"m10","slnwr","nc",39.590926962,-93.1878960226,9,5,2014,3.1,248,NA,NA,NA
"827",827,"A","AF170S2","sora",2,2,"m10","slnwr","nc",39.5891929977,-93.1891620252,9,5,2014,3.1,248,NA,NA,NA
"828",828,"A","AF167S0","sora",0,2,"m10","slnwr","nc",39.5890879724,-93.1900370121,9,5,2014,3.1,248,NA,NA,NA
"829",829,"A","AF169S0","sora",0,2,"m10","slnwr","nc",39.5887070149,-93.1896299869,9,5,2014,3.1,248,NA,NA,NA
"830",830,"A","AF171S1","sora",1,2,"m10","slnwr","nc",39.5886869822,-93.1891600136,9,5,2014,3.1,248,NA,NA,NA
"831",831,"M","MB004S0 _13","sora",0,1,"m11","slnwr","nc",39.593997,-93.195397,8,21,2013,3.1,233,NA,NA,NA
"832",832,"A","AF413S0","sora",0,4,"m11","slnwr","nc",39.59322997,-93.19201,10,26,2013,3.1,296,NA,NA,NA
"833",833,"A","AF412S0","sora",0,4,"m11","slnwr","nc",39.59242296,-93.192624,10,26,2013,3.1,296,NA,NA,NA
"834",834,"M","MB028S2 _13","sora",2,2,"m11","slnwr","nc",39.59183397,-93.19627,9,9,2013,3.1,252,NA,NA,NA
"835",835,"A","AF411S2","sora",2,4,"m11","slnwr","nc",39.58926097,-93.190387,10,26,2013,3.1,296,NA,NA,NA
"836",836,"M","MB005S0 _13","sora",0,1,"m11","slnwr","nc",39.58857701,-93.194068,8,21,2013,3.1,233,NA,NA,NA
"837",837,"A","AF136S2","sora",2,2,"m11","slnwr","nc",39.5934800059,-93.1955419946,9,5,2014,3.1,248,NA,NA,NA
"838",838,"A","AF137S0","sora",0,2,"m11","slnwr","nc",39.5933579654,-93.1960820407,9,5,2014,3.1,248,NA,NA,NA
"839",839,"N","N414S0","sora",0,3,"m11","slnwr","nc",39.5932289679,-93.1888030283,9,26,2014,3.1,270,NA,NA,NA
"840",840,"A","AF109S0","sora",0,2,"m11","slnwr","nc",39.5931670256,-93.1948349811,9,5,2014,3.1,248,NA,NA,NA
"841",841,"N","N413S0","sora",0,3,"m11","slnwr","nc",39.5929119643,-93.188346969,9,26,2014,3.1,270,NA,NA,NA
"842",842,"A","AF135S4","sora",4,2,"m11","slnwr","nc",39.5926950406,-93.1952919625,9,5,2014,3.1,248,NA,NA,NA
"843",843,"A","AF110S0","sora",0,2,"m11","slnwr","nc",39.5926790312,-93.1945990305,9,5,2014,3.1,248,NA,NA,NA
"844",844,"A","AF133S0","sora",0,2,"m11","slnwr","nc",39.5926520415,-93.1952700019,9,5,2014,3.1,248,NA,NA,NA
"845",845,"A","AF134S0","sora",0,2,"m11","slnwr","nc",39.5926460065,-93.1952700019,9,5,2014,3.1,248,NA,NA,NA
"846",846,"N","N419S0","sora",0,3,"m11","slnwr","nc",39.5926399715,-93.1897599902,9,26,2014,3.1,270,NA,NA,NA
"847",847,"A","AF144S0","sora",0,2,"m11","slnwr","nc",39.5925719943,-93.1969899684,9,5,2014,3.1,248,NA,NA,NA
"848",848,"A","AF146S0","sora",0,2,"m11","slnwr","nc",39.5925709885,-93.1970000267,9,5,2014,3.1,248,NA,NA,NA
"849",849,"A","AF145S0","sora",0,2,"m11","slnwr","nc",39.5925659593,-93.196998015,9,5,2014,3.1,248,NA,NA,NA
"850",850,"A","AF142S0","sora",0,2,"m11","slnwr","nc",39.5925229602,-93.1969420239,9,5,2014,3.1,248,NA,NA,NA
"851",851,"A","AF143S0","sora",0,2,"m11","slnwr","nc",39.5925210323,-93.1969489809,9,5,2014,3.1,248,NA,NA,NA
"852",852,"A","AF141S0","sora",0,2,"m11","slnwr","nc",39.5925160032,-93.1969440356,9,5,2014,3.1,248,NA,NA,NA
"853",853,"A","AF132S0","sora",0,2,"m11","slnwr","nc",39.5924539771,-93.1951900385,9,5,2014,3.1,248,NA,NA,NA
"854",854,"A","AF131S0","sora",0,2,"m11","slnwr","nc",39.5924509596,-93.1951949839,9,5,2014,3.1,248,NA,NA,NA
"855",855,"A","AF130S0","sora",0,2,"m11","slnwr","nc",39.5924480259,-93.1951909605,9,5,2014,3.1,248,NA,NA,NA
"856",856,"A","AF129S2","sora",2,2,"m11","slnwr","nc",39.5924079604,-93.1951789744,9,5,2014,3.1,248,NA,NA,NA
"857",857,"N","N418S0","sora",0,3,"m11","slnwr","nc",39.5921519771,-93.1893379614,9,26,2014,3.1,270,NA,NA,NA
"858",858,"A","AF111S0","sora",0,2,"m11","slnwr","nc",39.5920860115,-93.1941820309,9,5,2014,3.1,248,NA,NA,NA
"859",859,"A","AF113S0","sora",0,2,"m11","slnwr","nc",39.5920829941,-93.1941790134,9,5,2014,3.1,248,NA,NA,NA
"860",860,"A","AF112S0","sora",0,2,"m11","slnwr","nc",39.5920809824,-93.1941780075,9,5,2014,3.1,248,NA,NA,NA
"861",861,"A","AF114S0","sora",0,2,"m11","slnwr","nc",39.5920470357,-93.1941540353,9,5,2014,3.1,248,NA,NA,NA
"862",862,"A","AF115S1","sora",1,2,"m11","slnwr","nc",39.5920470357,-93.1941599865,9,5,2014,3.1,248,NA,NA,NA
"863",863,"A","AF138S1","sora",1,2,"m11","slnwr","nc",39.5920109935,-93.1954190321,9,5,2014,3.1,248,NA,NA,NA
"864",864,"N","N415S0","sora",0,3,"m11","slnwr","nc",39.5919590257,-93.1884079892,9,26,2014,3.1,270,NA,NA,NA
"865",865,"A","AF128S1","sora",1,2,"m11","slnwr","nc",39.5919180382,-93.1948690116,9,5,2014,3.1,248,NA,NA,NA
"866",866,"N","N410S0","sora",0,3,"m11","slnwr","nc",39.5917359833,-93.1928430218,9,26,2014,3.1,270,NA,NA,NA
"867",867,"A","AF140S0","sora",0,2,"m11","slnwr","nc",39.5916379988,-93.1956989877,9,5,2014,3.1,248,NA,NA,NA
"868",868,"N","N416S0","sora",0,3,"m11","slnwr","nc",39.5915980171,-93.1879530195,9,26,2014,3.1,270,NA,NA,NA
"869",869,"N","N420S0","sora",0,3,"m11","slnwr","nc",39.5915840194,-93.189861998,9,26,2014,3.1,270,NA,NA,NA
"870",870,"A","AF139S0","sora",0,2,"m11","slnwr","nc",39.5915219933,-93.1954929605,9,5,2014,3.1,248,NA,NA,NA
"871",871,"A","AF126S3","sora",3,2,"m11","slnwr","nc",39.5915199816,-93.1944309734,9,5,2014,3.1,248,NA,NA,NA
"872",872,"A","AF127S3","sora",3,2,"m11","slnwr","nc",39.5915169641,-93.1944230106,9,5,2014,3.1,248,NA,NA,NA
"873",873,"A","AF124S0","sora",0,2,"m11","slnwr","nc",39.5914639905,-93.1943850406,9,5,2014,3.1,248,NA,NA,NA
"874",874,"A","AF123S0","sora",0,2,"m11","slnwr","nc",39.5914619789,-93.1943800114,9,5,2014,3.1,248,NA,NA,NA
"875",875,"A","AF125S0","sora",0,2,"m11","slnwr","nc",39.591460973,-93.1943840347,9,5,2014,3.1,248,NA,NA,NA
"876",876,"A","AF122S0","sora",0,2,"m11","slnwr","nc",39.5914570335,-93.1943830289,9,5,2014,3.1,248,NA,NA,NA
"877",877,"A","AF121S0","sora",0,2,"m11","slnwr","nc",39.591454016,-93.1943869684,9,5,2014,3.1,248,NA,NA,NA
"878",878,"A","AF116S0","sora",0,2,"m11","slnwr","nc",39.5914319716,-93.1937650312,9,5,2014,3.1,248,NA,NA,NA
"879",879,"N","N417S0","sora",0,3,"m11","slnwr","nc",39.5913250186,-93.1875630096,9,26,2014,3.1,270,NA,NA,NA
"880",880,"A","AF117S0","sora",0,2,"m11","slnwr","nc",39.5912769902,-93.1936500315,9,5,2014,3.1,248,NA,NA,NA
"881",881,"A","AF118S0","sora",0,2,"m11","slnwr","nc",39.5912710391,-93.1936490256,9,5,2014,3.1,248,NA,NA,NA
"882",882,"A","AF120S9","sora",9,2,"m11","slnwr","nc",39.5909080189,-93.1939650234,9,5,2014,3.1,248,NA,NA,NA
"883",883,"A","AF119S8","sora",8,2,"m11","slnwr","nc",39.5908989664,-93.1939699687,9,5,2014,3.1,248,NA,NA,NA
"884",884,"A","AF147S4","sora",4,2,"m11","slnwr","nc",39.5898949821,-93.1938819587,9,5,2014,3.1,248,NA,NA,NA
"885",885,"N","N411S0","sora",0,3,"m11","slnwr","nc",39.5895469654,-93.192577986,9,26,2014,3.1,270,NA,NA,NA
"886",886,"A","AF148S4","sora",4,2,"m11","slnwr","nc",39.5895120129,-93.1926670019,9,5,2014,3.1,248,NA,NA,NA
